11,11,44
7,4,22
7,6,26
10,7,34
8,4,24
6,9,30
8,8,32
4,6,20
6,11,34
6,4,20
9,9,36
6,9,30
10,10,40
7,8,30
9,4,26
11,8,38
4,10,28
9,8,34
6,6,24
7,4,22
7,7,28
10,11,42
4,6,20
9,8,34
10,8,36
9,11,40
10,9,38
7,9,32
9,10,38
4,11,30
11,4,30
4,10,28
6,10,32
5,4,18
10,11,42
8,4,24
11,6,34
9,11,40
7,6,26
5,5,20
5,8,26
9,8,34
6,9,30
8,10,36
10,9,38
10,8,36
7,10,34
11,4,30
6,4,20
11,6,34
9,4,26
4,8,24
4,8,24
6,11,34
6,5,22
8,6,28
7,8,30
11,4,30
9,11,40
9,9,36
11,7,36
5,4,18
6,4,20
9,9,36
6,10,32
7,9,32
7,4,22
11,11,44
8,7,30
7,7,28
9,9,36
4,4,16
6,10,32
10,4,28
9,8,34
7,9,32
10,7,34
4,6,20
5,5,20
10,4,28
9,9,36
4,7,22
9,6,30
7,11,36
4,9,26
10,11,42
8,5,26
5,9,28
7,5,24
9,5,28
11,7,36
7,5,24
7,9,32
8,6,28
10,11,42
9,7,32
4,6,20
5,6,22
9,6,30
8,5,26
11,7,36
6,7,26
10,10,40
9,5,28
5,7,24
4,5,18
10,6,32
11,8,38
5,5,20
7,8,30
6,8,28
6,9,30
11,6,34
11,5,32
10,9,38
10,9,38
11,7,36
5,6,22
6,8,28
5,7,24
5,11,32
6,9,30
4,8,24
6,6,24
9,5,28
4,7,22
11,7,36
5,9,28
5,7,24
4,9,26
8,6,28
10,4,28
6,6,24
7,7,28
8,11,38
8,4,24
10,10,40
5,5,20
10,6,32
7,10,34
7,10,34
4,7,22
7,5,24
7,5,24
6,10,32
6,4,20
8,6,28
5,7,24
11,9,40
6,5,22
11,8,38
9,4,26
11,9,40
8,10,36
10,11,42
7,8,30
7,11,36
8,9,34
10,7,34
9,10,38
4,10,28
7,10,34
10,4,28
6,5,22
8,6,28
10,11,42
9,4,26
4,4,16
5,4,18
6,9,30
10,11,42
9,6,30
11,8,38
6,7,26
5,7,24
10,5,30
11,9,40
10,10,40
6,5,22
6,4,20
4,8,24
11,6,34
6,5,22
5,11,32
9,11,40
6,4,20
5,8,26
10,8,36
5,5,20
10,7,34
8,5,26
10,9,38
4,8,24
4,5,18
11,6,34
7,4,22
6,8,28
5,9,28
11,4,30
5,6,22
5,11,32
7,7,28
9,6,30
10,8,36
9,11,40
5,7,24
4,10,28
9,7,32
7,10,34
8,6,28
7,9,32
11,5,32
6,9,30
9,10,38
5,6,22
10,8,36
10,7,34
9,9,36
6,6,24
4,5,18
11,9,40
5,4,18
6,6,24
11,11,44
6,11,34
5,10,30
11,9,40
8,10,36
5,5,20
5,4,18
5,7,24
8,7,30
4,7,22
6,9,30
8,6,28
8,7,30
10,6,32
7,11,36
5,5,20
10,11,42
11,6,34
5,11,32
6,4,20
7,5,24
9,7,32
9,10,38
